인정하지,796.6
않고,797.0
그냥,797.3
플러스,797.5
이름보다는,797.9
정해,798.4
정해,798.8
놓은,799.5
3면,799.8
그것도,801.4
생각,802.4
없어요.,803.2
그렇게,803.5
이런,804.0
만들어,804.3
놓고,804.9
안에,805.2
속성이나,805.7
코퍼레이션은,806.2
나중에,806.9
나중에,807.5
하면,808.9
되니까.,810.1
다음,816.3
다음,822.8
객체는,823.8
오퍼레이션을,826.3
가진,827.4
존재이고,827.7
속상한,830.4
객체의,831.0
특징을,831.4
결정한다.,832.1
그다음에,832.6
모델은,836.3
자료구조,837.8
하고,838.3
1시로,838.6
되어,839.1
있고,839.3
상태,839.7
능력,841.0
능력,842.0
정체성,844.3
가신다.,846.4
정직성은,848.0
아이덴티티,849.1
정책성,850.4
아이,854.7
아이덴티티,860.8
아이덴티티,868.6
이게,869.8
무슨,873.4
말이냐,873.6
상태는?,873.9
이,876.3
속성값을,877.1
말해요,877.9
속쌍꺼풀,878.2
말하는,879.4
거고,879.8
능력은,880.0
오퍼레이션,880.9
지금,882.0
매서드,882.2
함수,882.6
정체성은,883.3
그,885.1
식별자,886.1
즉,886.9
그,887.3
아이디를,887.9
얘기하면,888.9
그래서,889.4
세,890.4
번째,891.4
빈칸은,891.7
정체성,892.1
구별,892.7
가능성,893.6
걔네들,894.0
스타크래프트에,896.9
scv,898.3
를,899.1
네,899.4
컨벤션센터에서,901.1
s,902.0
버튼을,903.3
누르면,903.7
scv,904.0
가,905.6
이제,905.8
막,905.9
만들어진,906.2
잘하는,908.4
집,908.8
앞으로,908.9
이렇게,909.1
나오잖아,909.8
짠,910.9
하고,913.4
이제,913.7
scv,914.0
가,914.5
나오는데,914.6
그게,915.0
내,916.8
객체,917.5
인스턴스,917.9
줘,918.4
그리고,918.8
처음에는,919.5
scv,920.2
가,921.8
네,922.0
마리인데,922.1
시작하자마자,922.5
눌러서,924.0
만들면,924.7
다섯,926.8
번째,927.2
sbs,927.5
tv,928.2
가,928.4
나오다,928.6
다섯,928.9
번째,929.9
다섯,930.3
번째,931.3
라는,931.7
그,932.0
아이디가,932.2
대책,933.1
성,934.3
정체성을,934.6
얘기하는,935.5
거,935.8
아이덴티티,936.2
아이디,937.2
1번,937.6
scv,938.5
이번에도,939.0
그런,939.5
거고,941.3
그,941.6
정체성을,942.1
가지고,942.7
있기,943.0
때문에,943.2
만약에,943.6
들어오니,944.9
나,945.8
돌보았고,945.9
미네랄,946.9
캐고,948.8
있는데,949.0
막,949.1
직접,949.4
옆에서,949.7
에너지가,950.1
50에서,952.2
45만,952.6
떨어지고,953.4
30일,953.9
떨어지면,954.4
음악,954.9
붉은,955.1
붉은,956.1
악마,956.4
하자,956.6
마,956.8
이제,956.9
곧,957.1
빠질,957.2
것처럼,957.7
그러면은,957.8
fcv,959.0
에서,961.0
특정한,961.2
scv,962.7
만,963.2
에너지가,963.5
30,964.2
222동,965.8
뚫어진,966.4
거,966.8
를,966.8
볼,967.1
수가,967.3
있는데,967.5
그렇게,967.8
가능한,968.7
이유가,969.2
있기,969.5
때문이에요,970.4
쓰면,970.8
하네스,972.7
15일,974.0
음악,974.3
옆에,974.6
와서,975.0
지지면,975.2
대만에서,976.1
에너지만,977.4
떨어진,978.1
게,978.4
아니라,978.5
모든,978.8
scv,979.1
다,979.6
떨어질,979.9
때,980.4
그,980.6
scuba,981.6
너지만,982.6
떨어지는,983.0
이유는,983.5
개만,983.9
독립적인,984.7
어떤,985.4
정체성,985.7
있기,986.9
때문에,987.0
것은,987.3
능력은,987.6
능력은,989.9
뭐가,991.3
있습니까,991.4
이동하는,991.6
거,995.7
공격도,996.2
있죠.,997.0
공격도,997.3
있고,998.4
남의,998.6
필드,999.2
건물,1000.1
짓는,1001.0
거,1001.1
또는,1001.4
그치는,1002.0
거,1002.9
밑에,1003.0
어디,1003.3
있고,1003.5
그런,1003.8
것들이,1005.6
능력이,1005.9
상태는,1006.2
아까,1007.5
이렇게,1007.8
에너지,1008.0
현재,1009.5
내가,1010.1
가지고,1010.2
에너지가,1010.6
상태가,1011.1
되겠네,1011.4
그래서,1011.8
그런,1012.8
것들이,1013.5
쉽게,1013.8
이해하라고,1016.0
예를,1016.9
들어,1017.7
왔어.,1017.9
아니,1022.2
객체지향프로그램,1025.1
에서,1030.2
캡슐,1030.2
나는,1030.5
되게,1030.8
중요한,1031.1
부분이다,1031.4
이제,1031.9
안,1032.6
하는,1033.5
이유는,1033.8
싫어하는,1034.1
이유는,1036.9
하나님의,1037.1
은혜와,1039.6
접근하지,1039.8
말아야,1040.6
될,1041.0
일을,1041.2
분리를,1041.5
시키죠,1041.9
그래서,1042.3
어떤,1043.2
어떤,1043.9
그,1044.5
속성은,1044.9
접근,1045.7
할,1046.8
수도,1046.9
있고,1047.0
어떤,1047.3
웹에서,1047.6
적금,1048.4
못하도록,1048.7
나가나요,1049.2
그게,1049.6
이제,1050.3
프라임,1050.3
프라이빗,1050.8
퍼블릭,1051.6
이런,1052.7
사건,1053.2
달에,1053.5
쓰는,1053.7
건데,1054.0
그래서,1054.3
아,1055.1
요거는,1055.6
넌,1056.0
보면,1056.2
안,1056.6
돼,1056.6
택시,1056.8
를,1059.0
통해서,1059.2
우리는,1060.2
보통이지,1060.5
하라고,1060.9
얘기를,1062.0
하는데,1062.2
그,1062.8
하나의,1064.4
속성을,1065.3
어떤,1066.8
값을,1067.6
숨기는,1067.8
간을,1069.3
한다,1070.8
남이,1070.9
추상화는,1072.2
처음부터,1073.8
모든,1074.8
걸,1074.9
자꾸,1075.2
약이,1075.4
너무,1075.7
힘들어,1075.8
그러니까,1076.1
몇,1076.8
가지는,1077.1
후회를,1077.4
하지,1078.6
않고,1079.0
그냥,1079.4
클래스,1079.7
이름만,1080.4
들어오는,1080.7
거야,1081.2
나중에,1081.4
해야지,1081.9
약간,1082.2
나중에,1083.3
좀,1085.1
하려고,1085.3
너무,1085.8
처음부터,1087.2
많은,1087.7
거를,1087.9
다,1088.2
처음부터,1088.5
다,1089.0
고용하려면,1089.1
힘드니까,1089.5
몇,1090.9
가지는,1091.3
그렇게,1091.7
중요하지,1092.6
않은,1092.9
그런,1093.3
클래스가,1093.8
있다고,1094.4
하면은,1094.6
그거는,1094.9
이름만,1095.5
만들어,1096.2
놓고,1096.4
실제,1096.7
부여,1097.8
내용은,1098.2
안,1098.5
안,1099.8
넣는,1100.3
거야,1100.8
그게,1101.0
추상화,1101.5
세,1102.5
번째,1105.0
캡슐,1105.3
속에,1106.1
있는,1106.3
항목에,1106.6
대한,1106.9
정보를,1107.2
검색해,1107.5
주니,1108.2
그니까,1108.6
영어는,1110.7
인포메이션,1111.8
하이드,1112.6
이라고,1112.9
하는데,1113.3
정보은닉,1113.6
정보,1115.3
외부에서,1115.9
접근이,1120.2
가능한,1120.9
거,1121.3
한,1121.5
거를,1121.9
구별할,1122.2
수,1123.2
있다,1123.3
블랙박스,1123.4
다,1125.2
이거는,1125.3
이거는,1125.9
보면,1126.6
안,1126.8
돼,1126.9
이런,1127.0
것들이,1127.6
다,1127.9
하고,1128.1
일하는,1130.7
모습을,1131.5
통해서,1131.8
접근하는,1132.1
번만,1132.6
접근할,1133.1
수,1133.5
있고,1133.5
sns,1133.7
를,1134.8
통해서,1134.9
자꾸,1135.1
못,1135.5
하는,1135.7
것들은,1135.9
다,1136.3
챙겨,1136.5
놓고,1136.8
그걸,1137.0
구하는,1139.6
방법은,1139.9
프라이빗,1140.4
다,1142.1
접근할,1143.4
수,1143.8
있는,1143.8
거고,1143.9
프라이빗이,1144.2
나,1145.3
이제,1145.4
해,1145.7
갖고,1146.4
오게,1146.7
이거,1147.5
두,1150.3
개,1150.4
차이,1150.6
날까,1150.8
프로텍티드,1151.1
성소가,1152.2
된,1153.3
거를,1153.4
클래스에서는,1154.0
접근하려면,1155.7
프로텍티드,1156.1
아이스크림,1156.9
못,1159.3
해,1159.4
주고,1159.6
그러는,1160.3
거고,1160.7
그다음에,1160.9
이제,1164.3
나타내면서,1165.0
이제,1166.6
나중에,1167.2
그리울텐데,1167.7
그,1168.1
애를,1168.7
연결시킬,1170.2
때,1171.0
이게,1171.0
어떤,1172.9
관계가,1173.6
있다,1174.0
있냐,1174.3
이거를,1174.9
나타날,1175.5
때,1176.1
연관이라는,1176.2
것을,1177.3
떠요,1177.7
어떤,1178.0
연관이,1178.4
있다,1178.7
예를,1179.0
들면,1181.0
60년,1181.7
커스터머,1183.8
하고,1185.7
은행,1186.0
계좌,1187.8
계좌,1188.3
그,1189.6
다음에,1190.0
오게,1190.2
은,1190.8
어떤,1191.9
관계,1192.4
그냥,1192.7
고객,1193.0
계좌에,1193.7
대해서,1194.5
소유의,1194.9
간직했다,1196.0
있고,1197.2
이거는,1199.1
이거,1200.9
나의,1201.3
딸은,1201.5
얘기예요,1201.7
오른쪽은,1202.1
수강,1202.9
신청,1203.6
관련,1204.1
시스템,1204.3
인,1204.8
거,1205.0
같은데,1205.0
학생,1205.1
학생,1206.6
이라는,1207.4
클래스,1207.7
수업,1208.2
코스,1209.5
그냥,1210.4
교수,1210.8
이렇게,1211.3
있어요,1211.8
이거를,1212.0
홍길동이,1213.5
자료구조를,1214.9
수가,1216.1
말하는데,1216.9
그거는,1217.4
가리키는,1218.2
사람은,1218.6
이금희,1219.0
다,1219.4
그러면,1219.5
수,1220.1
전투하고,1220.9
코스는,1221.9
있는,1222.7
노래,1223.8
간대요,1224.0
수강하다,1224.5
코스하고,1226.4
프로페서,1228.7
감기는,1229.6
시에,1230.4
다시,1231.9
학생과,1235.2
코스는,1236.3
인놀,1236.7
호스와,1237.5
옆에서는,1239.0
기침이,1239.9
나,1240.7
이제,1240.8
나오긴,1241.9
하던데,1242.3
나중에,1242.6
그대로,1244.1
있는데,1244.6
스튜던트,1244.9
코스,1245.7
프로페서,1247.3
해,1248.8
갖고,1249.0
이렇게,1249.1
막,1249.7
급여는,1250.1
위에다가,1250.8
있노,1251.5
이렇게,1253.7
쓰는,1254.2
거,1254.5
왜,1254.5
영광입니다.,1257.8
이거,1258.6
이거는,1260.5
직선으로,1260.8
표시한다.,1261.6
정선이,1262.1
아니고.,1264.4
그리로,1266.8
갈,1268.0
거예요,1268.2
다음에,1268.3
연관은,1269.3
연관은,1272.4
가시성,1274.1
객체접근,1276.3
가능성을,1276.9
보는데,1277.6
아,1278.0
영어로,1281.8
이제,1286.7
비자,1286.9
걸릴,1287.2
텐데,1287.5
그거,1287.9
쓰세요,1289.0
마우스를,1289.6
쓰기,1291.8
힘들어,1292.1
갖고,1292.4
두,1292.5
개,1296.3
업체가,1296.5
연관,1296.7
있는,1297.1
방법은,1297.2
내가,1298.1
있는데,1298.8
하나는,1299.4
객체를,1300.4
전역변수,1302.6
처럼,1303.7
저녁으로,1303.9
접근하는,1305.4
거,1307.2
보통은,1307.3
이렇게,1308.4
안,1308.5
하든,1308.8
저녁으로,1309.1
하는,1309.6
거는,1309.9
안,1310.1
하고,1310.8
두,1311.0
번째는,1312.1
메시지,1312.1
호출,1314.1
매개변수를,1314.7
쓰는,1315.6
방법,1315.9
요게,1316.2
가장,1316.7
많이,1316.9
쓰는,1317.1
우리,1317.4
여기,1317.7
일하는,1319.8
것을,1322.2
통해서,1322.6
거기에다가,1323.0
아이디를,1323.7
파라미터,1325.4
가지고,1325.8
누가,1326.3
이거,1326.7
먹어,1327.3
나,1327.5
이렇게,1328.0
해서,1328.4
이렇게,1328.8
관계를,1329.3
맺는다고,1329.8
아니면,1330.3
일부에서,1331.3
만나든지,1333.5
기차,1334.0
안에서,1334.9
만든다든지,1335.2
이런,1335.7
방법으로,1336.4
쓰긴,1336.7
하는데,1337.0
쓰는,1337.1
이거를,1339.5
나중에,1342.7
할,1343.5
때,1344.3
보이게,1344.4
될,1345.2
거고요,1345.4
다음에,1345.7
어,1346.9
일하는,1350.2
관계로,1351.1
있는데,1351.3
집합이란,1351.9
